232000,352,Crossdened,Rostrevor,JJ2S 3RK,United Kingdom
232001,1029,Knockreagh,Londonderry,RC4X 9NK,United Kingdom
232002,1232,Aughnahoory,Carrickfergus,UN9P 8UO,United Kingdom
232003,93,Donaghaguy,Peterlee,TK3S 5WR,United Kingdom
232004,325,Gosselin,Potters Bar,WY3W 8ST,United Kingdom
232005,1370,Highgrove,Wallingford,YS3D 4EU,United Kingdom
232006,17,Listymore,Merthyr Tydfil,ZF4A 5ED,United Kingdom
232007,664,Ballynarry,Inveraray,CF6O 1CV,United Kingdom
232008,580,Cedric,Kingston upon Hull,MJ6L 0CJ,United Kingdom
232009,1113,Fernisky,Rostrevor,SZ4F 6WD,United Kingdom
232010,165,Locarden,Barnstaple,GO0U 9AF,United Kingdom
232011,760,Cavey,Leek,WQ1N 5DA,United Kingdom
232012,537,Camowen,Randalstown,UB7H 1ZX,United Kingdom
232013,777,Braepark,Faversham,MJ0K 1GT,United Kingdom
232014,40,Derryhillagh,Wakefield,BA5K 9TX,United Kingdom
232015,569,Cortamlat,Tywyn,PP7J 3FZ,United Kingdom
232016,361,Larkstone,Armagh,NM1Q 2DC,United Kingdom
232017,1136,Kirkview,Todmorden,ZK7M 6TC,United Kingdom
232018,1009,Drumbristan,High Wycombe,JV7W 3EI,United Kingdom
232019,1105,Killartry,Milford Haven,HC8R 1QA,United Kingdom
232020,1041,Buninver,Dewsbury,RX4N 0SV,United Kingdom
232021,493,Lisnascreghog,Donaghadee,UO0M 5VF,United Kingdom
232022,955,Ballymaguire,Cullen,UV6Z 0LP,United Kingdom
232023,717,Legann,Castleford,WM3Q 2YI,United Kingdom
232024,724,Blackrock,Thatcham,YO0M 5SQ,United Kingdom
232025,435,Ashgreen,Newport on Tay,ME5I 3HY,United Kingdom
232026,381,Kilbright,Newhaven,JD5J 5WM,United Kingdom
232027,273,Dunarden,Truro,EZ5N 6LI,United Kingdom
232028,587,Gibbons,Woburn,TQ6I 4IF,United Kingdom
